text,datum,statsminister
De positiva effekterna av öppna marknader och fria kapitalrörelser får inte hotas av ökad protektionism eller ohämmad spekulation. Sverige kommer att delta i arbetet för att minska kapitalrörelsernas negativa påverkan påvärldsekonomin. De sociala skadeverkningarna måste begränsas. Stödprogram skall byggas påsamarbete och utformas efter varje lands speciella omständigheter. Samordnade insatser kan komma att krävas för att främja världsekonomin. ,1998-10-06,Göran Persson
Den ekonomiska kursen i Sverige ligger fast. De offentliga finanserna skall visa ett överskott på2 procent av BNP över en konjunkturcykel. Utgiftstaken får inte hotas. Inflationen skall vara låg. ,1998-10-06,Göran Persson
"Samarbetet mellan arbetsmarknadens parter får en ökad betydelse. Frivilliga överenskommelser ger långsiktiga och stabila lösningar. Formerna för lönebildningen, arbetsrätten, arbetstiderna och andra frågor som rör förhållandet mellan de anställda och företagen bör formas i samarbete mellan parterna på arbetsmarknaden. Målet för samarbetet skall vara att nåfull sysselsättning, låg inflation och goda villkor för både arbetstagare och arbetsgivare. En arbetsgrupp tillsätts för att analysera konsekvenserna av förändringar i arbetstider och presentera förslag för det fortsatta arbetet. ",1998-10-06,Göran Persson
En politik för ökad tillväxt måste formuleras i aktivt samarbete med det svenska näringslivet. Ett fortsatt stort nyföretagande skall kombineras med bra möjligheter för företag att växa och utvecklas. Samlade nationella strategier för att stärka Sveriges konkurrenskraft och utvecklingsmöjligheter eftersträvas inom fyra områden: ,1998-10-06,Göran Persson
"• Sverige skall vara ett föregångsland i omställningen till hållbar utveckling. Arbetet med att skydda miljön, stimulera lokala initiativ och främja kretsloppstänkandet fortsätter. En agenda 21 för Ö stersjön samordnas inför EU:s utvidgning. Den elintensiva industrins konkurrenskraft skall hävdas genom teknisk utveckling och en förnuftig avveckling av kärnkraften. Energiöverenskommelsen ligger fast. ",1998-10-06,Göran Persson
En breddad samverkan mellan politik och näringsliv för omställningen till hållbarhet skulle stärka landet. I ett första steg vill regeringen tillsammans med ,1998-10-06,Göran Persson
4 ,1998-10-06,Göran Persson
svensk bilindustri utarbeta ett program för att utveckla miljövänliga bilar. Bilens frihetsrevolution skall kombineras med ekologiskt ansvar. ,1998-10-06,Göran Persson
"• Sveriges tätposition som IT-land skall befästas. Myndigheterna skall vara föregångare genom högt ställda krav påtillgänglighet av offentlig information och aktiv användning av tekniken. Sveriges världsledande kunskapsföretag, goda infrastruktur och offentliga öppenhet ger oss stora möjligheter. Genom ett nära samarbete och gemensamma visioner kan kompetensen höjas, användandet öka och än större utländska investeringar lockas till Sverige. ",1998-10-06,Göran Persson
"• Sveriges aktiva roll i Ö stersjöutvecklingen skall stärkas. Ö resundsregionens sammanflätning, de unga demokratiernas utveckling och EU:s utvidgning innebär att vår del av Europa har förutsättningar att bli en av kontinentens mest dynamiska och starkaste tillväxtregioner. Genom ökad samverkan mellan näringsliv och politik skall vi ta vara pådenna unika möjlighet. ",1998-10-06,Göran Persson
"• Sverige skall vara en ledande kunskapsnation. Skolan utvecklas och moderniseras. Lärarnas arbetssituation och möjligheter till utveckling skall förbättras. Kunskapslyftet, den kvalificerade yrkesutbildningen och folkbildningen skall garantera en kunskapsbredd av hög kvalitet. Utbyggnaden av högskolan fortsätter över hela landet. Nya universitet skapas i Karlstad, Växjö och Ö rebro. Ä ven Mitthögskolan skall ges förutsättningar att kunna utvecklas till universitet under mandatperioden. Den sociala snedrekryteringen till högre utbildning minskas genom att studiemedelsystemet reformeras, distansutbildningen utökas och informationstekniken utnyttjas bättre. De etablerade lärosätena skall fortsätta att hävda Sveriges position som en ledande forskningsnation. ",1998-10-06,Göran Persson
Sveriges möjligheter att konkurrera med kompetens och kvalitet påen allt mer krävande världsmarknad kan stärkas ytterligare genom ökat samarbete. Rekryteringen till tekniska och naturvetenskapliga utbildningar måste öka. Samverkan mellan högskolan och det övriga samhället skall bli bättre. Svenska uppfinningar bör i större utsträckning kunna tillverkas av svenska företag. Under 1999 kommer förslag påhur kompetensutvecklingen i arbetslivet kan stärkas. ,1998-10-06,Göran Persson
"Storstädernas roll som centrum för handel, internationellt samarbete och företagande skall utvecklas. En storstadsdelegation tillsätts. Hyror och kostnader för flerbostadshus bör sänkas. Flaskhalsproblemen i byggsektorn motverkas. Fortsatta insatser görs i de utsatta bostadsområdena för att förbättra boendemiljön, öka sysselsättningen och höja utbildningsnivån. Ett näringslivsråd skall tillsättas för att öka invandrarnas möjligheter och främja en dynamisk mångfald påarbetsmarknaden. ",1998-10-06,Göran Persson
"En ökad dynamik i storstäderna får inte försämra landsbygdens möjligheter. Hela Sverige skall leva. Det ekologiskt hållbara samhället och aktiva konsumenter gör lantbruket till en framtidsnäring. Livsmedelssäkerhet, god djurhållning och miljöanpassning eftersträvas –pånationell nivåoch i EU. Avfolkningen av landsbygden skall motverkas genom god infrastruktur, ett brett och varierat ",1998-10-06,Göran Persson
5 ,1998-10-06,Göran Persson
näringsliv och ett konkurrenskraftigt jordbruk. Jordbruket skall ges villkor som är likvärdiga med andra näringars. Djurskyddet skall stärkas. ,1998-10-06,Göran Persson
*** Steget in i 2000-talet skall tas med en politik som ökar rättvisan i Sverige. ,1998-10-06,Göran Persson
"Sveriges generella välfärd är oöverträffad i att forma jämlika livsvillkor. Varje människa har rätt till ett bra ekonomiskt stöd vid utbildning, arbetslöshet och sjukdom. Varje människa har ocksårätt till anställningstrygghet, till inflytande över sitt arbete och till stöd i en stark fackförening. När globaliseringen ökar blir kunskap, trygghet och rättvisa moderna, starka drivkrafter. ",1998-10-06,Göran Persson
Det utrymme som kan finnas för skattesänkningar när välfärden har tryggats skall främja rättvisa och jämlikhet. De politiska partierna i riksdagen inbjuds till överläggningar om utformningen av framtidens skatter. ,1998-10-06,Göran Persson
"För att förbättra och utveckla skolan, vården och omsorgen skall statsbidragen till kommunerna öka. Vården kan därigenom ytterligare förbättras, väntetiderna kortas och patientens ställning stärkas. Ä ldreomsorgen kan fåmer personal och fler platser i äldreboende. Förbättrade arbetsvillkor i den gemensamma sektorn skapas och möjligheterna för offentligt anställda att gåfrån deltid till heltid skall öka. ",1998-10-06,Göran Persson
Elever med läs- och skrivsvårigheter kan fåextra stöd. Alla skall i skolan fåtillgång till internet och en egen e-postadress. ,1998-10-06,Göran Persson
"Barnkonventionen skall efterlevas och alla relevanta politiska beslut skall analyseras utifrån hur de påverkar barnens situation. Misshandel, sexuellt utnyttjande och andra övergrepp mot barn måste med kraft motverkas. Barnbidragen skall höjas med 200 kronor under mandatperioden. Flerbarnstilläggen höjs i motsvarande mån. Under mandatperioden eftersträvar regeringen parlamentariska förutsättningar för att radikalt kunna sänka avgifterna i barnomsorgen. ",1998-10-06,Göran Persson
Alla har rätt till en värdig ålderdom. De nationella målen för äldrepolitiken följs upp och en parlamentarisk äldreberedning tillsätts. Forskningen om äldre och åldrandet intensifieras. Stödet till anhöriga utvidgas. Pensionerna höjs från den 1 januari 1999 dåreduceringen av basbeloppet upphör. Ekonomin för de pensionärer som har lägst inkomster förbättras genom att bostadstillägget höjs. ,1998-10-06,Göran Persson
Människor med funktionshinder skall ha goda möjligheter till delaktighet. Lagstiftningen skall skärpas för att förhindra diskriminering av funktionshindrade på arbetsmarknaden och i resten av samhället. Tillgängligheten till offentliga lokaler och kollektivtrafik skall förbättras. Avgifterna och reglerna inom äldre- och handikappomsorgen ses över och socialtjänstlagen förändras för att garantera att alla har pengar till personliga behov. ,1998-10-06,Göran Persson
6 ,1998-10-06,Göran Persson
Sverige är inte jämställt. Män och kvinnor har fortfarande olika möjligheter till både inflytande och inkomst. Ett jämställdhetsperspektiv måste genomsyra hela politiken i alla delar av samhället. Kvinnligt företagande och minskad könsuppdelning av arbetsmarknaden eftersträvas. Lagstiftning mot lönediskriminering pågrund av kön utreds. ,1998-10-06,Göran Persson
"Tryggheten pågator och torg är en viktig del av välfärden. Alla brott skall med kraft bekämpas, liksom brottens orsaker. Fler poliser utbildas. Förbättringar för brottsoffer skall genomföras, speciellt för kvinnor och barn. Kampen mot internationell brottslighet, miljöbrottslighet och ekonomisk brottslighet intensifieras. ",1998-10-06,Göran Persson
"Social segregation måste motverkas. Kvinnor och män skall ha lika rättigheter oavsett etnisk och kulturell bakgrund. Full sysselsättning och en generell välfärd är nödvändigt, men inte tillräckligt. Lagstiftning mot diskriminering krävs. Riktade insatser till missbrukare, psykiskt sjuka, hemlösa och andra utsatta grupper behövs. ",1998-10-06,Göran Persson
*** ,1998-10-06,Göran Persson
Demokratin och den allmänna rösträtten är det gångna seklets största landvinningar. Sett i ljuset av detta är det ett nederlag för oss alla att 1900-talets sista allmänna ordinarie val fick ett sålågt valdeltagande. Vi bär gemensamt ansvar för att vända utvecklingen. ,1998-10-06,Göran Persson
Direktiven till rådet för utvärdering av 1998 års val och till demokratiutredningen vidgas såatt de även studerar valdeltagandet och föreslår åtgärder för ett ökat demokratiskt engagemang. Samtliga riksdagspartier bjuds in till samtal om hur öppenheten kan öka kring finansiella bidrag till politiska partiers och enskilda kandidaters valkampanjer. ,1998-10-06,Göran Persson
En levande demokrati förutsätter både utbildning och bildning. Kulturen är samtidens känselspröt in i framtiden. Här blandas historiens identitet med förhoppningarnas nyfikenhet. Det konstnärliga arbetet skall stödjas och kulturlivet öppnas. ,1998-10-06,Göran Persson
"Alla människor måste ha ett språk som de kan uttrycka sin mening med, som kan synliggöra dem och som bär fram till andra människor. Folkbibliotek skall finnas i varje svensk kommun. Särskilda satsningar kommer att göras för litteraturen, läsandet och det svenska språket. ",1998-10-06,Göran Persson
De svenska museernas roll för att bevara och utveckla ett tolerant och demokratiskt samhälle görs tydligare. Det industrihistoriska arvet lyfts fram. Ett världskulturmuseum i Göteborg etableras under mandatperioden. ,1998-10-06,Göran Persson
*** ,1998-10-06,Göran Persson
7 ,1998-10-06,Göran Persson
Fru talman! ,1998-10-06,Göran Persson
"När vi tar steget in i nästa århundrade kan vi lämna våldets sekel i Europa bakom oss. Vi måste dra lärdom ur historien –ur minnet av skyttegravarna i Flandern, bomberna i Guernica och de människor som sköts vid Berlinmuren. Vi får inte glömma prickskyttarna påberget Igman eller massakern i Omagh. ",1998-10-06,Göran Persson
"Vi har en skyldighet att minnas dödsfabrikerna i Chelmno, Belzec, Sobibor, Treblinka, Majdanek och Auschwitz. Minns vi inte historiens övergrepp på människovärdet, dåkan våldet och hatet segra pånytt. Historien är dessvärre full av exempel påatt ondskan ofta segrar när godheten tiger still. ",1998-10-06,Göran Persson
